"age_binned" "mean" "startTime" "endTime"
"8481" "(12,24]" 0.0391271750032047 1200 2050
"8482" "(24,36]" 0.0676305149199105 1200 2050
"8483" "(36,48]" 0.0775217328786945 1200 2050
"8484" "(48,60]" 0.0361772078880349 1200 2050
"8485" "(12,24]" 0.0432684624920235 1200 2100
"8486" "(24,36]" 0.0723755287264795 1200 2100
"8487" "(36,48]" 0.0780863135819239 1200 2100
"8488" "(48,60]" 0.038547896392097 1200 2100
"8489" "(12,24]" 0.0310303827316755 1200 2150
"8490" "(24,36]" 0.0746666968042822 1200 2150
"8491" "(36,48]" 0.0792154813444401 1200 2150
"8492" "(48,60]" 0.0392950923112363 1200 2150
"8493" "(12,24]" 0.0323002593113172 1200 2200
"8494" "(24,36]" 0.0741468752319497 1200 2200
"8495" "(36,48]" 0.0808451769908879 1200 2200
"8496" "(48,60]" 0.0401207683724241 1200 2200
"8497" "(12,24]" 0.0338860913774786 1200 2250
"8498" "(24,36]" 0.0761754229194329 1200 2250
"8499" "(36,48]" 0.0830251124557309 1200 2250
"8500" "(48,60]" 0.0490416983945777 1200 2250
"8501" "(12,24]" 0.034457109365355 1200 2300
"8502" "(24,36]" 0.0760876004447154 1200 2300
"8503" "(36,48]" 0.0823615592092956 1200 2300
"8504" "(48,60]" 0.0510194621145792 1200 2300
"8505" "(12,24]" 0.0325953386646767 1200 2350
"8506" "(24,36]" 0.0758944082744023 1200 2350
"8507" "(36,48]" 0.0848091204593245 1200 2350
"8508" "(48,60]" 0.0486603633352811 1200 2350
"8509" "(12,24]" 0.030227035664599 1200 2400
"8510" "(24,36]" 0.0775384409189991 1200 2400
"8511" "(36,48]" 0.0867452596823606 1200 2400
"8512" "(48,60]" 0.0511227038868622 1200 2400
"8513" "(12,24]" 0.034646499973643 1200 2450
"8514" "(24,36]" 0.0772145678967704 1200 2450
"8515" "(36,48]" 0.0884742342308331 1200 2450
"8516" "(48,60]" 0.0531436964491382 1200 2450
"8517" "(12,24]" 0.0349800986956385 1200 2500
"8518" "(24,36]" 0.0754476409433109 1200 2500
"8519" "(36,48]" 0.0905010938536395 1200 2500
"8520" "(48,60]" 0.0554460231187481 1200 2500
"8521" "(12,24]" 0.0341408080562204 1200 2550
"8522" "(24,36]" 0.0776980685715004 1200 2550
"8523" "(36,48]" 0.0931569695743903 1200 2550
"8524" "(48,60]" 0.0562237999597704 1200 2550
"8525" "(12,24]" 0.0359056908752501 1200 2600
"8526" "(24,36]" 0.0772484425912781 1200 2600
"8527" "(36,48]" 0.0993368947057708 1200 2600
"8528" "(48,60]" 0.0621525427080235 1200 2600
"8529" "(12,24]" 0.0382097408939905 1200 2650
"8530" "(24,36]" 0.0672125292780475 1200 2650
"8531" "(36,48]" 0.100540550017835 1200 2650
"8532" "(48,60]" 0.0677815202501928 1200 2650
"8533" "(12,24]" 0.038702712858096 1200 2700
"8534" "(24,36]" 0.0662298851035012 1200 2700
"8535" "(36,48]" 0.0991729714760368 1200 2700
"8536" "(48,60]" 0.0639479745163755 1200 2700
"8537" "(12,24]" 0.0311207723373654 1200 2750
"8538" "(24,36]" 0.0658494711130776 1200 2750
"8539" "(36,48]" 0.102060076473447 1200 2750
"8540" "(48,60]" 0.0670313045271494 1200 2750
"8541" "(12,24]" 0.0307418649216274 1200 2800
"8542" "(24,36]" 0.0660185027401413 1200 2800
"8543" "(36,48]" 0.102858918394583 1200 2800
"8544" "(48,60]" 0.0684198280632616 1200 2800
"8545" "(12,24]" 0.0307654675227499 1200 2850
"8546" "(24,36]" 0.0650374546805383 1200 2850
"8547" "(36,48]" 0.103411152559583 1200 2850
"8548" "(48,60]" 0.0704961085749931 1200 2850
"8549" "(12,24]" 0.0283853056160225 1200 2900
"8550" "(24,36]" 0.0650687540594733 1200 2900
"8551" "(36,48]" 0.105629508666872 1200 2900
"8552" "(48,60]" 0.0727813168284947 1200 2900
"8553" "(12,24]" 0.0289529312760174 1200 2950
"8554" "(24,36]" 0.0682860364116666 1200 2950
"8555" "(36,48]" 0.107303239171455 1200 2950
"8556" "(48,60]" 0.0729611368583499 1200 2950
"8557" "(12,24]" 0.0281741895539944 1200 3000
"8558" "(24,36]" 0.0681130050648815 1200 3000
"8559" "(36,48]" 0.108837194994544 1200 3000
"8560" "(48,60]" 0.0715167207834338 1200 3000
"8561" "(12,24]" 0.0361551689712384 1200 3050
"8562" "(24,36]" 0.0700412346998338 1200 3050
"8563" "(36,48]" 0.108537267579193 1200 3050
"8564" "(48,60]" 0.0782475963511782 1200 3050
"8565" "(12,24]" 0.0345659687462775 1200 3100
"8566" "(24,36]" 0.0674105317606336 1200 3100
"8567" "(36,48]" 0.110085915913584 1200 3100
"8568" "(48,60]" 0.0796475235927185 1200 3100
"8569" "(12,24]" 0.032054422961349 1200 3150
"8570" "(24,36]" 0.0683501371562606 1200 3150
"8571" "(36,48]" 0.111390177612764 1200 3150
"8572" "(48,60]" 0.0996415801101946 1200 3150
"8573" "(12,24]" 0.0339930540183093 1200 3200
"8574" "(24,36]" 0.0655816291378305 1200 3200
"8575" "(36,48]" 0.112640627853694 1200 3200
"8576" "(48,60]" 0.102019423513078 1200 3200
"8577" "(12,24]" 0.0365886884645795 1200 3250
"8578" "(24,36]" 0.0625978931958588 1200 3250
"8579" "(36,48]" 0.112986700990309 1200 3250
"8580" "(48,60]" 0.102833665875798 1200 3250
"8581" "(12,24]" 0.0383894776228818 1200 3300
"8582" "(24,36]" 0.0581486823983818 1200 3300
"8583" "(36,48]" 0.114862741993507 1200 3300
"8584" "(48,60]" 0.104216372180608 1200 3300
"8585" "(12,24]" 0.0395696133803144 1200 3350
"8586" "(24,36]" 0.056298762373796 1200 3350
"8587" "(36,48]" 0.116270334659652 1200 3350
"8588" "(48,60]" 0.105058063045382 1200 3350
"8589" "(12,24]" 0.0403816927303894 1200 3400
"8590" "(24,36]" 0.0520432601972841 1200 3400
"8591" "(36,48]" 0.116920597694924 1200 3400
"8592" "(48,60]" 0.106771467131347 1200 3400
"8593" "(12,24]" 0.0408125177319362 1200 3450
"8594" "(24,36]" 0.0529457132198322 1200 3450
"8595" "(36,48]" 0.120374850366902 1200 3450
"8596" "(48,60]" 0.107599308388047 1200 3450
"8597" "(12,24]" 0.040659309517168 1200 3500
"8598" "(24,36]" 0.0536939633526124 1200 3500
"8599" "(36,48]" 0.120494572367968 1200 3500
"8600" "(48,60]" 0.108020716505892 1200 3500
"8601" "(12,24]" 0.0414996475960754 1200 3550
"8602" "(24,36]" 0.053588401906263 1200 3550
"8603" "(36,48]" 0.120960846994836 1200 3550
"8604" "(48,60]" 0.107060449584393 1200 3550
"8605" "(12,24]" 0.0421565616324096 1200 3600
"8606" "(24,36]" 0.0510286747866283 1200 3600
"8607" "(36,48]" 0.122802579767879 1200 3600
"8608" "(48,60]" 0.109018637355704 1200 3600
"8609" "(12,24]" 0.0426028738706859 1200 3650
"8610" "(24,36]" 0.0501873975438889 1200 3650
"8611" "(36,48]" 0.124091327918486 1200 3650
"8612" "(48,60]" 0.109131188553245 1200 3650
"8613" "(12,24]" 0.0455416127968038 1200 3700
"8614" "(24,36]" 0.0507513543705133 1200 3700
"8615" "(36,48]" 0.125641860650792 1200 3700
"8616" "(48,60]" 0.107898905861051 1200 3700
"8617" "(12,24]" 0.0446028816427544 1200 3750
"8618" "(24,36]" 0.0506414601200594 1200 3750
"8619" "(36,48]" 0.126813312194966 1200 3750
"8620" "(48,60]" 0.110299096089211 1200 3750
"8621" "(12,24]" 0.0439476840933926 1200 3800
"8622" "(24,36]" 0.0507324539262591 1200 3800
"8623" "(36,48]" 0.127051086172237 1200 3800
"8624" "(48,60]" 0.109047995365875 1200 3800
"8625" "(12,24]" 0.0359344281652277 1200 3850
"8626" "(24,36]" 0.0498249303314508 1200 3850
"8627" "(36,48]" 0.128769966206653 1200 3850
"8628" "(48,60]" 0.107514857469583 1200 3850
"8629" "(12,24]" 0.0375095581938849 1200 3900
"8630" "(24,36]" 0.0500750089844005 1200 3900
"8631" "(36,48]" 0.129276109417864 1200 3900
"8632" "(48,60]" 0.105746127804837 1200 3900
"8633" "(12,24]" 0.037725078636032 1200 3950
"8634" "(24,36]" 0.0511951309544731 1200 3950
"8635" "(36,48]" 0.130326392655896 1200 3950
"8636" "(48,60]" 0.104207006876866 1200 3950
"8637" "(12,24]" 0.0409398266856778 1200 4000
"8638" "(24,36]" 0.0510543272215798 1200 4000
"8639" "(36,48]" 0.132156407986016 1200 4000
"8640" "(48,60]" 0.102233156932021 1200 4000
"8641" "(12,24]" 0.0672834754686384 1250 1350
"8642" "(24,36]" 0.0322104738844734 1250 1350
"8643" "(36,48]" 0.0888958116111919 1250 1350
"8644" "(48,60]" -0.0104409555696474 1250 1350
"8645" "(12,24]" 0.0549246351185551 1250 1400
"8646" "(24,36]" 0.0320209835011393 1250 1400
"8647" "(36,48]" 0.0818457164206525 1250 1400
"8648" "(48,60]" -0.00472434934875399 1250 1400
"8649" "(12,24]" 0.038004095493011 1250 1450
"8650" "(24,36]" 0.034073922729229 1250 1450
"8651" "(36,48]" 0.0814941672487392 1250 1450
"8652" "(48,60]" 0.00988734916559063 1250 1450
"8653" "(12,24]" 0.0359588716363259 1250 1500
"8654" "(24,36]" 0.0355170416661706 1250 1500
"8655" "(36,48]" 0.0784096839140612 1250 1500
"8656" "(48,60]" 0.0179082435699056 1250 1500
"8657" "(12,24]" 0.0401400216071734 1250 1550
"8658" "(24,36]" 0.0419528726617387 1250 1550
"8659" "(36,48]" 0.0801942961085285 1250 1550
"8660" "(48,60]" 0.0208241017864716 1250 1550
"8661" "(12,24]" 0.0423378346391925 1250 1600
"8662" "(24,36]" 0.0473882819106941 1250 1600
"8663" "(36,48]" 0.0806530980215815 1250 1600
"8664" "(48,60]" 0.0218322591283519 1250 1600
"8665" "(12,24]" 0.051270711398829 1250 1650
"8666" "(24,36]" 0.0515709865195294 1250 1650
"8667" "(36,48]" 0.0783717204407596 1250 1650
"8668" "(48,60]" 0.0216083990472076 1250 1650
"8669" "(12,24]" 0.0472905858851806 1250 1700
"8670" "(24,36]" 0.054565948739956 1250 1700
"8671" "(36,48]" 0.0794756979907587 1250 1700
"8672" "(48,60]" 0.024479454324598 1250 1700
"8673" "(12,24]" 0.0455560050582239 1250 1750
"8674" "(24,36]" 0.058225033583698 1250 1750
"8675" "(36,48]" 0.0775709997598975 1250 1750
"8676" "(48,60]" 0.026421554179234 1250 1750
"8677" "(12,24]" 0.0347572804869636 1250 1800
"8678" "(24,36]" 0.0609223536860363 1250 1800
"8679" "(36,48]" 0.0773625576065157 1250 1800
"8680" "(48,60]" 0.0243474512814956 1250 1800
"8681" "(12,24]" 0.0347729117941108 1250 1850
"8682" "(24,36]" 0.0620818836671644 1250 1850
"8683" "(36,48]" 0.0720141140212183 1250 1850
"8684" "(48,60]" 0.0236164257080003 1250 1850
"8685" "(12,24]" 0.0348756184657926 1250 1900
"8686" "(24,36]" 0.0649229533581153 1250 1900
"8687" "(36,48]" 0.075776792068363 1250 1900
"8688" "(48,60]" 0.0261731370991817 1250 1900
"8689" "(12,24]" 0.0448877434631505 1250 1950
"8690" "(24,36]" 0.0650587702051636 1250 1950
"8691" "(36,48]" 0.0778637537579423 1250 1950
"8692" "(48,60]" 0.0319602325884002 1250 1950
"8693" "(12,24]" 0.0370728651587734 1250 2000
"8694" "(24,36]" 0.0681946898445354 1250 2000
"8695" "(36,48]" 0.0762065133087963 1250 2000
"8696" "(48,60]" 0.0375665255714495 1250 2000
"8697" "(12,24]" 0.037754616846695 1250 2050
"8698" "(24,36]" 0.0685204233172235 1250 2050
"8699" "(36,48]" 0.0758271367558167 1250 2050
"8700" "(48,60]" 0.0397121900702238 1250 2050
"8701" "(12,24]" 0.0363669239374615 1250 2100
"8702" "(24,36]" 0.073143364551883 1250 2100
"8703" "(36,48]" 0.0762901389128409 1250 2100
"8704" "(48,60]" 0.0431255294058372 1250 2100
"8705" "(12,24]" 0.0277584702289479 1250 2150
"8706" "(24,36]" 0.0753212348558987 1250 2150
"8707" "(36,48]" 0.0762684280383115 1250 2150
"8708" "(48,60]" 0.0446377863190067 1250 2150
"8709" "(12,24]" 0.0289691916600876 1250 2200
"8710" "(24,36]" 0.0745586875721986 1250 2200
"8711" "(36,48]" 0.077684973328941 1250 2200
"8712" "(48,60]" 0.0461983508141618 1250 2200
"8713" "(12,24]" 0.0305362882327586 1250 2250
"8714" "(24,36]" 0.0762217348248902 1250 2250
"8715" "(36,48]" 0.0803858025185039 1250 2250
"8716" "(48,60]" 0.055419513080931 1250 2250
"8717" "(12,24]" 0.0312914994033217 1250 2300
"8718" "(24,36]" 0.0759653218003694 1250 2300
"8719" "(36,48]" 0.0808317053066293 1250 2300
"8720" "(48,60]" 0.0581214391205825 1250 2300
"8721" "(12,24]" 0.0407340345343053 1250 2350
"8722" "(24,36]" 0.0755901273793588 1250 2350
"8723" "(36,48]" 0.082883418600616 1250 2350
"8724" "(48,60]" 0.048008233794896 1250 2350
"8725" "(12,24]" 0.0310689392672432 1250 2400
"8726" "(24,36]" 0.0772988399386088 1250 2400
"8727" "(36,48]" 0.0844142270326463 1250 2400
"8728" "(48,60]" 0.0504686024764925 1250 2400
"8729" "(12,24]" 0.0316432026259018 1250 2450
"8730" "(24,36]" 0.0769381295145751 1250 2450
"8731" "(36,48]" 0.086027671240119 1250 2450
"8732" "(48,60]" 0.0524327462771438 1250 2450
"8733" "(12,24]" 0.0288933778317001 1250 2500
"8734" "(24,36]" 0.0752771493189956 1250 2500
"8735" "(36,48]" 0.087875999021029 1250 2500
"8736" "(48,60]" 0.0508435317416255 1250 2500
"8737" "(12,24]" 0.0350663308411446 1250 2550
"8738" "(24,36]" 0.0773960367946141 1250 2550
"8739" "(36,48]" 0.0905664101966399 1250 2550
"8740" "(48,60]" 0.051270205961333 1250 2550
"8741" "(12,24]" 0.0345408801047202 1250 2600
"8742" "(24,36]" 0.0767750519017498 1250 2600
"8743" "(36,48]" 0.0969081863836335 1250 2600
"8744" "(48,60]" 0.0585612917337339 1250 2600
"8745" "(12,24]" 0.0338271003090748 1250 2650
"8746" "(24,36]" 0.0666718067190028 1250 2650
"8747" "(36,48]" 0.0981396297884964 1250 2650
"8748" "(48,60]" 0.063820118278235 1250 2650
"8749" "(12,24]" 0.0265320703548075 1250 2700
"8750" "(24,36]" 0.0657123290484011 1250 2700
"8751" "(36,48]" 0.096564532688092 1250 2700
"8752" "(48,60]" 0.0601428890758857 1250 2700
"8753" "(12,24]" 0.026758668718652 1250 2750
"8754" "(24,36]" 0.065173398153491 1250 2750
"8755" "(36,48]" 0.0995188609404788 1250 2750
"8756" "(48,60]" 0.0630289472688338 1250 2750
"8757" "(12,24]" 0.02644256826239 1250 2800
"8758" "(24,36]" 0.0653714216877761 1250 2800
"8759" "(36,48]" 0.100159676714666 1250 2800
"8760" "(48,60]" 0.0647470164982017 1250 2800
"8761" "(12,24]" 0.0222365382571248 1250 2850
"8762" "(24,36]" 0.0643469608145048 1250 2850
"8763" "(36,48]" 0.100760762344241 1250 2850
"8764" "(48,60]" 0.0664598364229409 1250 2850
"8765" "(12,24]" 0.024044633265777 1250 2900
"8766" "(24,36]" 0.0645598748326065 1250 2900
"8767" "(36,48]" 0.103003979099271 1250 2900
"8768" "(48,60]" 0.0689960884844579 1250 2900
"8769" "(12,24]" 0.0243725304841698 1250 2950
"8770" "(24,36]" 0.0677647857528736 1250 2950
"8771" "(36,48]" 0.104660394900294 1250 2950
"8772" "(48,60]" 0.0687039493356632 1250 2950
"8773" "(12,24]" 0.0331398719380957 1250 3000
"8774" "(24,36]" 0.0676268911703545 1250 3000
"8775" "(36,48]" 0.106229975296062 1250 3000
"8776" "(48,60]" 0.0671505252504169 1250 3000
"8777" "(12,24]" 0.0332577797738494 1250 3050
"8778" "(24,36]" 0.0694384280174634 1250 3050
"8779" "(36,48]" 0.106016127394489 1250 3050
"8780" "(48,60]" 0.0764569403040458 1250 3050
"8781" "(12,24]" 0.0334041771005048 1250 3100
"8782" "(24,36]" 0.066883907441089 1250 3100
"8783" "(36,48]" 0.107602559335674 1250 3100
"8784" "(48,60]" 0.0777840100340483 1250 3100
"8785" "(12,24]" 0.0313753210677289 1250 3150
"8786" "(24,36]" 0.0679301724860219 1250 3150
"8787" "(36,48]" 0.108920198483486 1250 3150
"8788" "(48,60]" 0.0982456310234147 1250 3150
"8789" "(12,24]" 0.0315671908176374 1250 3200
"8790" "(24,36]" 0.0646756265251638 1250 3200
"8791" "(36,48]" 0.109590147792052 1250 3200
"8792" "(48,60]" 0.100594433774643 1250 3200
"8793" "(12,24]" 0.0320579783177024 1250 3250
"8794" "(24,36]" 0.0617100156918893 1250 3250
"8795" "(36,48]" 0.109807905372845 1250 3250
"8796" "(48,60]" 0.101367011715026 1250 3250
"8797" "(12,24]" 0.0333765782178161 1250 3300
"8798" "(24,36]" 0.0572882144170366 1250 3300
"8799" "(36,48]" 0.112292931106645 1250 3300
"8800" "(48,60]" 0.102450149517601 1250 3300
"8801" "(12,24]" 0.0365968453690146 1250 3350
"8802" "(24,36]" 0.0555200597153303 1250 3350
"8803" "(36,48]" 0.113877232246985 1250 3350
"8804" "(48,60]" 0.103077950057885 1250 3350
"8805" "(12,24]" 0.0391442650024156 1250 3400
"8806" "(24,36]" 0.051643934712202 1250 3400
"8807" "(36,48]" 0.114588708069033 1250 3400
"8808" "(48,60]" 0.104848009339287 1250 3400
"8809" "(12,24]" 0.0399751453815044 1250 3450
"8810" "(24,36]" 0.0525043250055973 1250 3450
"8811" "(36,48]" 0.117439903017235 1250 3450
"8812" "(48,60]" 0.106210315454377 1250 3450
"8813" "(12,24]" 0.0430656107380553 1250 3500
"8814" "(24,36]" 0.0532644071193441 1250 3500
"8815" "(36,48]" 0.117721831885418 1250 3500
"8816" "(48,60]" 0.106618343616021 1250 3500
"8817" "(12,24]" 0.0421956473312191 1250 3550
"8818" "(24,36]" 0.0531056358345054 1250 3550
"8819" "(36,48]" 0.118356219225561 1250 3550
"8820" "(48,60]" 0.10687158198768 1250 3550
"8821" "(12,24]" 0.0396339360840059 1250 3600
"8822" "(24,36]" 0.0505871680449476 1250 3600
"8823" "(36,48]" 0.120329811939826 1250 3600
"8824" "(48,60]" 0.10897991941894 1250 3600
"8825" "(12,24]" 0.0400654201953229 1250 3650
"8826" "(24,36]" 0.0497402835392761 1250 3650
"8827" "(36,48]" 0.121681066335127 1250 3650
"8828" "(48,60]" 0.108799716094137 1250 3650
"8829" "(12,24]" 0.0411209704395825 1250 3700
"8830" "(24,36]" 0.0502666304418529 1250 3700
"8831" "(36,48]" 0.122946932372145 1250 3700
"8832" "(48,60]" 0.107479076947697 1250 3700
"8833" "(12,24]" 0.0440972785697735 1250 3750
"8834" "(24,36]" 0.0500691686717287 1250 3750
"8835" "(36,48]" 0.124421393059157 1250 3750
"8836" "(48,60]" 0.1092221798598 1250 3750
"8837" "(12,24]" 0.0417486986427007 1250 3800
"8838" "(24,36]" 0.0501193354113824 1250 3800
"8839" "(36,48]" 0.124980545893727 1250 3800
"8840" "(48,60]" 0.107574693379863 1250 3800
"8841" "(12,24]" 0.0392813059986369 1250 3850
"8842" "(24,36]" 0.04928092358883 1250 3850
"8843" "(36,48]" 0.126845759680943 1250 3850
"8844" "(48,60]" 0.105970362898877 1250 3850
"8845" "(12,24]" 0.0409171626267278 1250 3900
"8846" "(24,36]" 0.049559141668111 1250 3900
"8847" "(36,48]" 0.127491388711019 1250 3900
"8848" "(48,60]" 0.104229828888823 1250 3900
"8849" "(12,24]" 0.0332802419373339 1250 3950
"8850" "(24,36]" 0.0507267935315918 1250 3950
"8851" "(36,48]" 0.128554625588258 1250 3950
"8852" "(48,60]" 0.102550693335537 1250 3950
"8853" "(12,24]" 0.0365126763971984 1250 4000
"8854" "(24,36]" 0.0505822351140175 1250 4000
"8855" "(36,48]" 0.130508688110942 1250 4000
"8856" "(48,60]" 0.101249676904244 1250 4000
"8857" "(12,24]" 0.0414954696224643 1300 1400
"8858" "(24,36]" 0.0289895375285068 1300 1400
"8859" "(36,48]" 0.0809591910054952 1300 1400
"8860" "(48,60]" 2.68840606867798e-05 1300 1400
"8861" "(12,24]" 0.0339460882749624 1300 1450
"8862" "(24,36]" 0.034024670161579 1300 1450
"8863" "(36,48]" 0.0784419769167796 1300 1450
"8864" "(48,60]" 0.0145486318565857 1300 1450
"8865" "(12,24]" 0.0277589549684712 1300 1500
"8866" "(24,36]" 0.0351576196908782 1300 1500
"8867" "(36,48]" 0.0767903439300582 1300 1500
"8868" "(48,60]" 0.0169299706554221 1300 1500
"8869" "(12,24]" 0.0381193152254917 1300 1550
"8870" "(24,36]" 0.0414623296809435 1300 1550
"8871" "(36,48]" 0.0801924109055188 1300 1550
"8872" "(48,60]" 0.0183358030192423 1300 1550
"8873" "(12,24]" 0.0418038591977847 1300 1600
"8874" "(24,36]" 0.0490077133613716 1300 1600
"8875" "(36,48]" 0.0782657233338371 1300 1600
"8876" "(48,60]" 0.0201771524089153 1300 1600
"8877" "(12,24]" 0.0435878226710638 1300 1650
"8878" "(24,36]" 0.0536594291532842 1300 1650
"8879" "(36,48]" 0.0752077569141154 1300 1650
"8880" "(48,60]" 0.0226134855037698 1300 1650
"8881" "(12,24]" 0.0429158220116133 1300 1700
"8882" "(24,36]" 0.0560513857117526 1300 1700
"8883" "(36,48]" 0.0757183009476049 1300 1700
"8884" "(48,60]" 0.0255655084846968 1300 1700
"8885" "(12,24]" 0.0367740193383839 1300 1750
"8886" "(24,36]" 0.0593465393727162 1300 1750
"8887" "(36,48]" 0.0728678236217183 1300 1750
"8888" "(48,60]" 0.0276446260428573 1300 1750
"8889" "(12,24]" 0.0408769149286155 1300 1800
"8890" "(24,36]" 0.0617087612342219 1300 1800
"8891" "(36,48]" 0.0726527085171511 1300 1800
"8892" "(48,60]" 0.0255839428864559 1300 1800
"8893" "(12,24]" 0.040361148328833 1300 1850
"8894" "(24,36]" 0.0625650993332315 1300 1850
"8895" "(36,48]" 0.0677334774908297 1300 1850
"8896" "(48,60]" 0.0246353134001787 1300 1850
"8897" "(12,24]" 0.0412806323957805 1300 1900
"8898" "(24,36]" 0.0652320192477779 1300 1900
"8899" "(36,48]" 0.0681777568477308 1300 1900
"8900" "(48,60]" 0.0268139577716022 1300 1900
"8901" "(12,24]" 0.0442858653864271 1300 1950
"8902" "(24,36]" 0.0653258613641266 1300 1950
"8903" "(36,48]" 0.070187921339775 1300 1950
"8904" "(48,60]" 0.0322458648932891 1300 1950
"8905" "(12,24]" 0.0437909683396148 1300 2000
"8906" "(24,36]" 0.0683152026640149 1300 2000
"8907" "(36,48]" 0.0677694344564318 1300 2000
"8908" "(48,60]" 0.0379317906456658 1300 2000
"8909" "(12,24]" 0.0445177775442107 1300 2050
"8910" "(24,36]" 0.0686551084107863 1300 2050
"8911" "(36,48]" 0.0675757113430784 1300 2050
"8912" "(48,60]" 0.0399134900877348 1300 2050
"8913" "(12,24]" 0.0430778964780701 1300 2100
"8914" "(24,36]" 0.073400259145967 1300 2100
"8915" "(36,48]" 0.0675972224163607 1300 2100
"8916" "(48,60]" 0.043640006083462 1300 2100
"8917" "(12,24]" 0.0254184672353039 1300 2150
"8918" "(24,36]" 0.0747379763979027 1300 2150
"8919" "(36,48]" 0.0680369238827125 1300 2150
"8920" "(48,60]" 0.0458065849914305 1300 2150
"8921" "(12,24]" 0.026646191868332 1300 2200
"8922" "(24,36]" 0.0739409745575371 1300 2200
"8923" "(36,48]" 0.0707551715063522 1300 2200
"8924" "(48,60]" 0.0478564171043835 1300 2200
"8925" "(12,24]" 0.0283049230677387 1300 2250
"8926" "(24,36]" 0.0750882781887723 1300 2250
"8927" "(36,48]" 0.0735731546597225 1300 2250
"8928" "(48,60]" 0.0574936483940881 1300 2250
"8929" "(12,24]" 0.0359542282166385 1300 2300
"8930" "(24,36]" 0.0746397088952308 1300 2300
"8931" "(36,48]" 0.0731475469064175 1300 2300
"8932" "(48,60]" 0.0604106900785496 1300 2300
"8933" "(12,24]" 0.0388508074564113 1300 2350
"8934" "(24,36]" 0.0740523071789433 1300 2350
"8935" "(36,48]" 0.074669638672912 1300 2350
"8936" "(48,60]" 0.0597433706857863 1300 2350
"8937" "(12,24]" 0.0339533687487072 1300 2400
"8938" "(24,36]" 0.0755915721170387 1300 2400
"8939" "(36,48]" 0.0763199598958451 1300 2400
"8940" "(48,60]" 0.0624195436373487 1300 2400
"8941" "(12,24]" 0.0345967932038032 1300 2450
"8942" "(24,36]" 0.0751823615218859 1300 2450
