"age_binned" "mean" "startTime" "endTime"
"7958" "(24,36]" 0.0559384459268378 1050 3900
"7959" "(36,48]" 0.131728049834638 1050 3900
"7960" "(48,60]" 0.106837749528202 1050 3900
"7961" "(12,24]" 0.0387360725342877 1050 3950
"7962" "(24,36]" 0.0569873438685745 1050 3950
"7963" "(36,48]" 0.13222092109173 1050 3950
"7964" "(48,60]" 0.10543587728279 1050 3950
"7965" "(12,24]" 0.0385609804897857 1050 4000
"7966" "(24,36]" 0.056819864596962 1050 4000
"7967" "(36,48]" 0.133885112939469 1050 4000
"7968" "(48,60]" 0.103627742349109 1050 4000
"7969" "(12,24]" 0.0585458109377646 1100 1200
"7970" "(24,36]" 0.0343282601815141 1100 1200
"7971" "(36,48]" 0.0613797299064184 1100 1200
"7972" "(48,60]" -0.0236199560149497 1100 1200
"7973" "(12,24]" 0.0590824932545276 1100 1250
"7974" "(24,36]" 0.0309619979923242 1100 1250
"7975" "(36,48]" 0.0731286740458414 1100 1250
"7976" "(48,60]" -0.00480253260666755 1100 1250
"7977" "(12,24]" 0.0547517536861036 1100 1300
"7978" "(24,36]" 0.0292736980244494 1100 1300
"7979" "(36,48]" 0.0749642311660214 1100 1300
"7980" "(48,60]" 0.00130902968642305 1100 1300
"7981" "(12,24]" 0.0532769383344034 1100 1350
"7982" "(24,36]" 0.0256241002917901 1100 1350
"7983" "(36,48]" 0.0785709346076066 1100 1350
"7984" "(48,60]" -0.0107530145830708 1100 1350
"7985" "(12,24]" 0.0474851355243458 1100 1400
"7986" "(24,36]" 0.0279319140188984 1100 1400
"7987" "(36,48]" 0.0778742062271399 1100 1400
"7988" "(48,60]" -0.00802816139789254 1100 1400
"7989" "(12,24]" 0.0464790949731278 1100 1450
"7990" "(24,36]" 0.0300051938675449 1100 1450
"7991" "(36,48]" 0.0792072104602329 1100 1450
"7992" "(48,60]" 0.00247940352242478 1100 1450
"7993" "(12,24]" 0.0427913105314814 1100 1500
"7994" "(24,36]" 0.0310850919866544 1100 1500
"7995" "(36,48]" 0.0810894794079147 1100 1500
"7996" "(48,60]" 0.0135300936108576 1100 1500
"7997" "(12,24]" 0.0497532029179484 1100 1550
"7998" "(24,36]" 0.0370719346439883 1100 1550
"7999" "(36,48]" 0.0819853115847872 1100 1550
"8000" "(48,60]" 0.0160085264913255 1100 1550
"8001" "(12,24]" 0.0534567711981383 1100 1600
"8002" "(24,36]" 0.0421253817355511 1100 1600
"8003" "(36,48]" 0.0831527054831356 1100 1600
"8004" "(48,60]" 0.016715453493245 1100 1600
"8005" "(12,24]" 0.052534619137368 1100 1650
"8006" "(24,36]" 0.0450182974662759 1100 1650
"8007" "(36,48]" 0.0818051231892477 1100 1650
"8008" "(48,60]" 0.0150588803798837 1100 1650
"8009" "(12,24]" 0.053208430319591 1100 1700
"8010" "(24,36]" 0.0496132974039701 1100 1700
"8011" "(36,48]" 0.0842325470030395 1100 1700
"8012" "(48,60]" 0.0161585907394313 1100 1700
"8013" "(12,24]" 0.0451338711126358 1100 1750
"8014" "(24,36]" 0.0539947356174506 1100 1750
"8015" "(36,48]" 0.0820691835824981 1100 1750
"8016" "(48,60]" 0.0174512366641414 1100 1750
"8017" "(12,24]" 0.0375694734464673 1100 1800
"8018" "(24,36]" 0.0569168416561394 1100 1800
"8019" "(36,48]" 0.0808408730280114 1100 1800
"8020" "(48,60]" 0.0164487072535606 1100 1800
"8021" "(12,24]" 0.0374347065372341 1100 1850
"8022" "(24,36]" 0.0588239005861399 1100 1850
"8023" "(36,48]" 0.0763717482698669 1100 1850
"8024" "(48,60]" 0.0175218138191973 1100 1850
"8025" "(12,24]" 0.0443286534651841 1100 1900
"8026" "(24,36]" 0.0624330634340666 1100 1900
"8027" "(36,48]" 0.0802092044617293 1100 1900
"8028" "(48,60]" 0.0200510857708656 1100 1900
"8029" "(12,24]" 0.0458908062138558 1100 1950
"8030" "(24,36]" 0.0623311783713741 1100 1950
"8031" "(36,48]" 0.0830886660809936 1100 1950
"8032" "(48,60]" 0.0264833117660522 1100 1950
"8033" "(12,24]" 0.0433881827788322 1100 2000
"8034" "(24,36]" 0.0656941853066112 1100 2000
"8035" "(36,48]" 0.0810103960225446 1100 2000
"8036" "(48,60]" 0.0314838917796556 1100 2000
"8037" "(12,24]" 0.0432875109051427 1100 2050
"8038" "(24,36]" 0.0659825608492397 1100 2050
"8039" "(36,48]" 0.0804682497656689 1100 2050
"8040" "(48,60]" 0.0344811441597499 1100 2050
"8041" "(12,24]" 0.042889855533369 1100 2100
"8042" "(24,36]" 0.0702230664842854 1100 2100
"8043" "(36,48]" 0.0811249297078879 1100 2100
"8044" "(48,60]" 0.0364843699651546 1100 2100
"8045" "(12,24]" 0.0321808654615175 1100 2150
"8046" "(24,36]" 0.0725079380217062 1100 2150
"8047" "(36,48]" 0.081607247721144 1100 2150
"8048" "(48,60]" 0.0368928094090877 1100 2150
"8049" "(12,24]" 0.0370028152553815 1100 2200
"8050" "(24,36]" 0.0717739778208401 1100 2200
"8051" "(36,48]" 0.0836651339534111 1100 2200
"8052" "(48,60]" 0.037370369433057 1100 2200
"8053" "(12,24]" 0.0383487680964628 1100 2250
"8054" "(24,36]" 0.0746484481372381 1100 2250
"8055" "(36,48]" 0.0856410891157144 1100 2250
"8056" "(48,60]" 0.0465526467778481 1100 2250
"8057" "(12,24]" 0.0384607772387051 1100 2300
"8058" "(24,36]" 0.0747982291745588 1100 2300
"8059" "(36,48]" 0.0858124208836624 1100 2300
"8060" "(48,60]" 0.0482727850601835 1100 2300
"8061" "(12,24]" 0.0352072769116109 1100 2350
"8062" "(24,36]" 0.0748743174609146 1100 2350
"8063" "(36,48]" 0.0873096873734828 1100 2350
"8064" "(48,60]" 0.049337205384416 1100 2350
"8065" "(12,24]" 0.0407875798215366 1100 2400
"8066" "(24,36]" 0.0768789334863604 1100 2400
"8067" "(36,48]" 0.0896510348767811 1100 2400
"8068" "(48,60]" 0.0516829382359633 1100 2400
"8069" "(12,24]" 0.0415505046776217 1100 2450
"8070" "(24,36]" 0.0769142129077985 1100 2450
"8071" "(36,48]" 0.0916642922041274 1100 2450
"8072" "(48,60]" 0.0535764202889457 1100 2450
"8073" "(12,24]" 0.044006555056668 1100 2500
"8074" "(24,36]" 0.0750739097945816 1100 2500
"8075" "(36,48]" 0.0939306456777206 1100 2500
"8076" "(48,60]" 0.0556790555131269 1100 2500
"8077" "(12,24]" 0.0430086068787308 1100 2550
"8078" "(24,36]" 0.0784718561973013 1100 2550
"8079" "(36,48]" 0.0964947227489399 1100 2550
"8080" "(48,60]" 0.0565670059509807 1100 2550
"8081" "(12,24]" 0.046394788851303 1100 2600
"8082" "(24,36]" 0.0785985416016797 1100 2600
"8083" "(36,48]" 0.10217096410987 1100 2600
"8084" "(48,60]" 0.0622151253875867 1100 2600
"8085" "(12,24]" 0.04586305735021 1100 2650
"8086" "(24,36]" 0.070017425276504 1100 2650
"8087" "(36,48]" 0.103378045346781 1100 2650
"8088" "(48,60]" 0.0686251139585279 1100 2650
"8089" "(12,24]" 0.0466401382960485 1100 2700
"8090" "(24,36]" 0.0690605929738876 1100 2700
"8091" "(36,48]" 0.102929291585381 1100 2700
"8092" "(48,60]" 0.0671195032137137 1100 2700
"8093" "(12,24]" 0.0441335731450859 1100 2750
"8094" "(24,36]" 0.0688174032868454 1100 2750
"8095" "(36,48]" 0.105520069413094 1100 2750
"8096" "(48,60]" 0.0710665473243459 1100 2750
"8097" "(12,24]" 0.0452630056178647 1100 2800
"8098" "(24,36]" 0.0689949953229316 1100 2800
"8099" "(36,48]" 0.106373280662929 1100 2800
"8100" "(48,60]" 0.0728766591624164 1100 2800
"8101" "(12,24]" 0.0371638285281853 1100 2850
"8102" "(24,36]" 0.068207450779718 1100 2850
"8103" "(36,48]" 0.106805176071987 1100 2850
"8104" "(48,60]" 0.0749927472854133 1100 2850
"8105" "(12,24]" 0.0372839712119406 1100 2900
"8106" "(24,36]" 0.0681930226689142 1100 2900
"8107" "(36,48]" 0.109979231811253 1100 2900
"8108" "(48,60]" 0.0769457193864644 1100 2900
"8109" "(12,24]" 0.029660377130493 1100 2950
"8110" "(24,36]" 0.0709678091215234 1100 2950
"8111" "(36,48]" 0.111793958886553 1100 2950
"8112" "(48,60]" 0.0779874057074841 1100 2950
"8113" "(12,24]" 0.0301745345557655 1100 3000
"8114" "(24,36]" 0.0710878150021476 1100 3000
"8115" "(36,48]" 0.113128524112628 1100 3000
"8116" "(48,60]" 0.07656201865612 1100 3000
"8117" "(12,24]" 0.030162168839267 1100 3050
"8118" "(24,36]" 0.0727790406390821 1100 3050
"8119" "(36,48]" 0.113341622852387 1100 3050
"8120" "(48,60]" 0.0819092273117529 1100 3050
"8121" "(12,24]" 0.0281042650324133 1100 3100
"8122" "(24,36]" 0.0699962783801874 1100 3100
"8123" "(36,48]" 0.114829273013743 1100 3100
"8124" "(48,60]" 0.0829136537406955 1100 3100
"8125" "(12,24]" 0.0353087625867651 1100 3150
"8126" "(24,36]" 0.0702525878233385 1100 3150
"8127" "(36,48]" 0.11627933081594 1100 3150
"8128" "(48,60]" 0.102264826163002 1100 3150
"8129" "(12,24]" 0.03547206004719 1100 3200
"8130" "(24,36]" 0.0677404170201439 1100 3200
"8131" "(36,48]" 0.117626533985577 1100 3200
"8132" "(48,60]" 0.104444190273045 1100 3200
"8133" "(12,24]" 0.0362807107077669 1100 3250
"8134" "(24,36]" 0.0652594539387866 1100 3250
"8135" "(36,48]" 0.117731867716366 1100 3250
"8136" "(48,60]" 0.105206979973448 1100 3250
"8137" "(12,24]" 0.0358872434641019 1100 3300
"8138" "(24,36]" 0.0611680344911273 1100 3300
"8139" "(36,48]" 0.119529495843925 1100 3300
"8140" "(48,60]" 0.106482852071933 1100 3300
"8141" "(12,24]" 0.0376061145224949 1100 3350
"8142" "(24,36]" 0.0592258505171804 1100 3350
"8143" "(36,48]" 0.120725922788259 1100 3350
"8144" "(48,60]" 0.107420946905583 1100 3350
"8145" "(12,24]" 0.040779377054077 1100 3400
"8146" "(24,36]" 0.0552947540038054 1100 3400
"8147" "(36,48]" 0.121116892093285 1100 3400
"8148" "(48,60]" 0.10916157545836 1100 3400
"8149" "(12,24]" 0.0435827118956053 1100 3450
"8150" "(24,36]" 0.0562698387142276 1100 3450
"8151" "(36,48]" 0.123790548553936 1100 3450
"8152" "(48,60]" 0.109571459167347 1100 3450
"8153" "(12,24]" 0.0451248205195558 1100 3500
"8154" "(24,36]" 0.0571035866964637 1100 3500
"8155" "(36,48]" 0.124169749267613 1100 3500
"8156" "(48,60]" 0.109875145791465 1100 3500
"8157" "(12,24]" 0.0436992067859658 1100 3550
"8158" "(24,36]" 0.0570967506492678 1100 3550
"8159" "(36,48]" 0.12439660902458 1100 3550
"8160" "(48,60]" 0.109858640929009 1100 3550
"8161" "(12,24]" 0.0445696809799739 1100 3600
"8162" "(24,36]" 0.0545524729274299 1100 3600
"8163" "(36,48]" 0.125995387418888 1100 3600
"8164" "(48,60]" 0.111581499913058 1100 3600
"8165" "(12,24]" 0.0446492251906594 1100 3650
"8166" "(24,36]" 0.053789244419497 1100 3650
"8167" "(36,48]" 0.127201464494101 1100 3650
"8168" "(48,60]" 0.1117067365597 1100 3650
"8169" "(12,24]" 0.0456996416786126 1100 3700
"8170" "(24,36]" 0.0543980297122882 1100 3700
"8171" "(36,48]" 0.128328857573203 1100 3700
"8172" "(48,60]" 0.110505449428837 1100 3700
"8173" "(12,24]" 0.0369246496113155 1100 3750
"8174" "(24,36]" 0.0547550989497407 1100 3750
"8175" "(36,48]" 0.129409328343818 1100 3750
"8176" "(48,60]" 0.111885519060424 1100 3750
"8177" "(12,24]" 0.0359375188154476 1100 3800
"8178" "(24,36]" 0.0545803393836135 1100 3800
"8179" "(36,48]" 0.129121831770068 1100 3800
"8180" "(48,60]" 0.110715347823279 1100 3800
"8181" "(12,24]" 0.0358157401239817 1100 3850
"8182" "(24,36]" 0.0546083159911015 1100 3850
"8183" "(36,48]" 0.130884752552394 1100 3850
"8184" "(48,60]" 0.109317738007853 1100 3850
"8185" "(12,24]" 0.0393549956017476 1100 3900
"8186" "(24,36]" 0.0548288226854285 1100 3900
"8187" "(36,48]" 0.131215933602962 1100 3900
"8188" "(48,60]" 0.10768863120515 1100 3900
"8189" "(12,24]" 0.039486848581755 1100 3950
"8190" "(24,36]" 0.0559708478670462 1100 3950
"8191" "(36,48]" 0.131700978099412 1100 3950
"8192" "(48,60]" 0.106255567279305 1100 3950
"8193" "(12,24]" 0.0421535299985842 1100 4000
"8194" "(24,36]" 0.0558724825246019 1100 4000
"8195" "(36,48]" 0.133598501412027 1100 4000
"8196" "(48,60]" 0.104472559398755 1100 4000
"8197" "(12,24]" 0.0682593950536579 1150 1250
"8198" "(24,36]" 0.0330101949032204 1150 1250
"8199" "(36,48]" 0.072863768253715 1150 1250
"8200" "(48,60]" -0.00431897977153148 1150 1250
"8201" "(12,24]" 0.0658858502987084 1150 1300
"8202" "(24,36]" 0.0295970604773647 1150 1300
"8203" "(36,48]" 0.0718890845778184 1150 1300
"8204" "(48,60]" -0.00166806079673584 1150 1300
"8205" "(12,24]" 0.0676247214309796 1150 1350
"8206" "(24,36]" 0.0280162651433735 1150 1350
"8207" "(36,48]" 0.0762771864278963 1150 1350
"8208" "(48,60]" -0.0117149050189861 1150 1350
"8209" "(12,24]" 0.0617411463051501 1150 1400
"8210" "(24,36]" 0.0300360854552357 1150 1400
"8211" "(36,48]" 0.0744122560836241 1150 1400
"8212" "(48,60]" -0.00420418355284657 1150 1400
"8213" "(12,24]" 0.0524348930978684 1150 1450
"8214" "(24,36]" 0.0315088412591256 1150 1450
"8215" "(36,48]" 0.0742844582777306 1150 1450
"8216" "(48,60]" 0.00786202174319534 1150 1450
"8217" "(12,24]" 0.0497318951282138 1150 1500
"8218" "(24,36]" 0.0323411055473116 1150 1500
"8219" "(36,48]" 0.0745765416191867 1150 1500
"8220" "(48,60]" 0.0179435301710565 1150 1500
"8221" "(12,24]" 0.0546754353701108 1150 1550
"8222" "(24,36]" 0.0387726026528955 1150 1550
"8223" "(36,48]" 0.0789173539677776 1150 1550
"8224" "(48,60]" 0.0202700289036196 1150 1550
"8225" "(12,24]" 0.0465643212754266 1150 1600
"8226" "(24,36]" 0.0435954493698067 1150 1600
"8227" "(36,48]" 0.081809182969667 1150 1600
"8228" "(48,60]" 0.0207372992789164 1150 1600
"8229" "(12,24]" 0.0455335479314249 1150 1650
"8230" "(24,36]" 0.0468477050031629 1150 1650
"8231" "(36,48]" 0.0804663884501664 1150 1650
"8232" "(48,60]" 0.0183367142905726 1150 1650
"8233" "(12,24]" 0.0448768740188951 1150 1700
"8234" "(24,36]" 0.0505108188641989 1150 1700
"8235" "(36,48]" 0.0829317495786433 1150 1700
"8236" "(48,60]" 0.019659236740333 1150 1700
"8237" "(12,24]" 0.0366922968454349 1150 1750
"8238" "(24,36]" 0.0545256960762214 1150 1750
"8239" "(36,48]" 0.0809176972379466 1150 1750
"8240" "(48,60]" 0.0203796890312578 1150 1750
"8241" "(12,24]" 0.0367658929731716 1150 1800
"8242" "(24,36]" 0.0571008173541353 1150 1800
"8243" "(36,48]" 0.0806176952271152 1150 1800
"8244" "(48,60]" 0.0184418421516617 1150 1800
"8245" "(12,24]" 0.0353572934842999 1150 1850
"8246" "(24,36]" 0.058939097066654 1150 1850
"8247" "(36,48]" 0.0764543384807187 1150 1850
"8248" "(48,60]" 0.0184147903525329 1150 1850
"8249" "(12,24]" 0.043256776344874 1150 1900
"8250" "(24,36]" 0.0621751797549471 1150 1900
"8251" "(36,48]" 0.07997754475751 1150 1900
"8252" "(48,60]" 0.0208977579212921 1150 1900
"8253" "(12,24]" 0.0420663894558258 1150 1950
"8254" "(24,36]" 0.0622161950094956 1150 1950
"8255" "(36,48]" 0.0827082892689498 1150 1950
"8256" "(48,60]" 0.0273033849139802 1150 1950
"8257" "(12,24]" 0.0399385598777822 1150 2000
"8258" "(24,36]" 0.0655337067308115 1150 2000
"8259" "(36,48]" 0.0806809063791713 1150 2000
"8260" "(48,60]" 0.0322101534135688 1150 2000
"8261" "(12,24]" 0.039438991486184 1150 2050
"8262" "(24,36]" 0.0660254891146753 1150 2050
"8263" "(36,48]" 0.0803451397507374 1150 2050
"8264" "(48,60]" 0.0351556505104252 1150 2050
"8265" "(12,24]" 0.043270083478277 1150 2100
"8266" "(24,36]" 0.0706730889339085 1150 2100
"8267" "(36,48]" 0.0808525142722722 1150 2100
"8268" "(48,60]" 0.0372750729194288 1150 2100
"8269" "(12,24]" 0.0331388413837033 1150 2150
"8270" "(24,36]" 0.073024574368098 1150 2150
"8271" "(36,48]" 0.0811580684631271 1150 2150
"8272" "(48,60]" 0.0379074281097284 1150 2150
"8273" "(12,24]" 0.0341318682137598 1150 2200
"8274" "(24,36]" 0.0723502667659372 1150 2200
"8275" "(36,48]" 0.083165588566908 1150 2200
"8276" "(48,60]" 0.038530241050385 1150 2200
"8277" "(12,24]" 0.0356637531988333 1150 2250
"8278" "(24,36]" 0.0747369196556465 1150 2250
"8279" "(36,48]" 0.0855097733157337 1150 2250
"8280" "(48,60]" 0.047582495442585 1150 2250
"8281" "(12,24]" 0.0342323011306481 1150 2300
"8282" "(24,36]" 0.0748708268543555 1150 2300
"8283" "(36,48]" 0.0850176481995856 1150 2300
"8284" "(48,60]" 0.0495037263688857 1150 2300
"8285" "(12,24]" 0.0328990859383972 1150 2350
"8286" "(24,36]" 0.0748114402857037 1150 2350
"8287" "(36,48]" 0.0865177583120759 1150 2350
"8288" "(48,60]" 0.0499817237094946 1150 2350
"8289" "(12,24]" 0.0318605976091619 1150 2400
"8290" "(24,36]" 0.0765099442720418 1150 2400
"8291" "(36,48]" 0.0886651118116987 1150 2400
"8292" "(48,60]" 0.0524446592819083 1150 2400
"8293" "(12,24]" 0.0405212663964804 1150 2450
"8294" "(24,36]" 0.076591722618832 1150 2450
"8295" "(36,48]" 0.0904755455155115 1150 2450
"8296" "(48,60]" 0.0544759476008311 1150 2450
"8297" "(12,24]" 0.0394891673796009 1150 2500
"8298" "(24,36]" 0.0749110755520073 1150 2500
"8299" "(36,48]" 0.0926269909357707 1150 2500
"8300" "(48,60]" 0.056774935883977 1150 2500
"8301" "(12,24]" 0.040928624104621 1150 2550
"8302" "(24,36]" 0.0773674217816118 1150 2550
"8303" "(36,48]" 0.0952529459875147 1150 2550
"8304" "(48,60]" 0.0576419956512294 1150 2550
"8305" "(12,24]" 0.0459199162240145 1150 2600
"8306" "(24,36]" 0.0772196031651802 1150 2600
"8307" "(36,48]" 0.100935178427674 1150 2600
"8308" "(48,60]" 0.0632661036613819 1150 2600
"8309" "(12,24]" 0.0451491746714526 1150 2650
"8310" "(24,36]" 0.0682423110824283 1150 2650
"8311" "(36,48]" 0.102012090703623 1150 2650
"8312" "(48,60]" 0.0690596307693556 1150 2650
"8313" "(12,24]" 0.0456022259623969 1150 2700
"8314" "(24,36]" 0.0675358240006136 1150 2700
"8315" "(36,48]" 0.100402705450043 1150 2700
"8316" "(48,60]" 0.0658576742914682 1150 2700
"8317" "(12,24]" 0.0458473249585797 1150 2750
"8318" "(24,36]" 0.0671446908756351 1150 2750
"8319" "(36,48]" 0.103129857703805 1150 2750
"8320" "(48,60]" 0.0691673877917487 1150 2750
"8321" "(12,24]" 0.0322004398027001 1150 2800
"8322" "(24,36]" 0.0674255328783088 1150 2800
"8323" "(36,48]" 0.103949202124955 1150 2800
"8324" "(48,60]" 0.0705910843468103 1150 2800
"8325" "(12,24]" 0.0320929049831688 1150 2850
"8326" "(24,36]" 0.0667458895964317 1150 2850
"8327" "(36,48]" 0.104383096591852 1150 2850
"8328" "(48,60]" 0.0726112578060364 1150 2850
"8329" "(12,24]" 0.0296693770328717 1150 2900
"8330" "(24,36]" 0.0669785495897016 1150 2900
"8331" "(36,48]" 0.107399410901708 1150 2900
"8332" "(48,60]" 0.0745599475605148 1150 2900
"8333" "(12,24]" 0.0300123860042265 1150 2950
"8334" "(24,36]" 0.070315471741568 1150 2950
"8335" "(36,48]" 0.109169040660961 1150 2950
"8336" "(48,60]" 0.0755452309992506 1150 2950
"8337" "(12,24]" 0.0307683473880411 1150 3000
"8338" "(24,36]" 0.0702186741151114 1150 3000
"8339" "(36,48]" 0.110745770113506 1150 3000
"8340" "(48,60]" 0.0741083760303648 1150 3000
"8341" "(12,24]" 0.0387494833871038 1150 3050
"8342" "(24,36]" 0.0723287227314264 1150 3050
"8343" "(36,48]" 0.110742033350305 1150 3050
"8344" "(48,60]" 0.0793686853570442 1150 3050
"8345" "(12,24]" 0.0388384173011544 1150 3100
"8346" "(24,36]" 0.0697317745797089 1150 3100
"8347" "(36,48]" 0.112243587091831 1150 3100
"8348" "(48,60]" 0.0807654852692143 1150 3100
"8349" "(12,24]" 0.0362809535655264 1150 3150
"8350" "(24,36]" 0.0702260560830243 1150 3150
"8351" "(36,48]" 0.113479205389594 1150 3150
"8352" "(48,60]" 0.100394635063523 1150 3150
"8353" "(12,24]" 0.0347552904485441 1150 3200
"8354" "(24,36]" 0.0676002230821303 1150 3200
"8355" "(36,48]" 0.115115058644547 1150 3200
"8356" "(48,60]" 0.102652704196126 1150 3200
"8357" "(12,24]" 0.035123340869018 1150 3250
"8358" "(24,36]" 0.0651390871110609 1150 3250
"8359" "(36,48]" 0.115701081135016 1150 3250
"8360" "(48,60]" 0.103418737511949 1150 3250
"8361" "(12,24]" 0.0370043739619428 1150 3300
"8362" "(24,36]" 0.0609688363585064 1150 3300
"8363" "(36,48]" 0.117576400450924 1150 3300
"8364" "(48,60]" 0.104792464316635 1150 3300
"8365" "(12,24]" 0.0385771360511616 1150 3350
"8366" "(24,36]" 0.0590449421709476 1150 3350
"8367" "(36,48]" 0.118807437398043 1150 3350
"8368" "(48,60]" 0.105703872838996 1150 3350
"8369" "(12,24]" 0.0414616666144788 1150 3400
"8370" "(24,36]" 0.0550544265016142 1150 3400
"8371" "(36,48]" 0.119375436449151 1150 3400
"8372" "(48,60]" 0.107455297018568 1150 3400
"8373" "(12,24]" 0.0421347085963282 1150 3450
"8374" "(24,36]" 0.0558003295798833 1150 3450
"8375" "(36,48]" 0.122076477008266 1150 3450
"8376" "(48,60]" 0.107979792055472 1150 3450
"8377" "(12,24]" 0.0420147436018324 1150 3500
"8378" "(24,36]" 0.0564423706236453 1150 3500
"8379" "(36,48]" 0.122339609189119 1150 3500
"8380" "(48,60]" 0.108353825326305 1150 3500
"8381" "(12,24]" 0.0430563653536814 1150 3550
"8382" "(24,36]" 0.0563281076496493 1150 3550
"8383" "(36,48]" 0.122657086991813 1150 3550
"8384" "(48,60]" 0.108095908405575 1150 3550
"8385" "(12,24]" 0.0455073867864834 1150 3600
"8386" "(24,36]" 0.0537140670316967 1150 3600
"8387" "(36,48]" 0.124411085405466 1150 3600
"8388" "(48,60]" 0.109886372427254 1150 3600
"8389" "(12,24]" 0.0456881301526237 1150 3650
"8390" "(24,36]" 0.0528214887068618 1150 3650
"8391" "(36,48]" 0.125743726399761 1150 3650
"8392" "(48,60]" 0.11013951694716 1150 3650
"8393" "(12,24]" 0.0467409836377308 1150 3700
"8394" "(24,36]" 0.0533526166916741 1150 3700
"8395" "(36,48]" 0.127251850680963 1150 3700
"8396" "(48,60]" 0.108973741793082 1150 3700
"8397" "(12,24]" 0.0458154966005223 1150 3750
"8398" "(24,36]" 0.0536348011921852 1150 3750
"8399" "(36,48]" 0.128285290212895 1150 3750
"8400" "(48,60]" 0.110800420607194 1150 3750
"8401" "(12,24]" 0.038921919846555 1150 3800
"8402" "(24,36]" 0.0534095561295069 1150 3800
"8403" "(36,48]" 0.128410099169824 1150 3800
"8404" "(48,60]" 0.109740155929642 1150 3800
"8405" "(12,24]" 0.0387912313291365 1150 3850
"8406" "(24,36]" 0.0522915075934627 1150 3850
"8407" "(36,48]" 0.13013736814684 1150 3850
"8408" "(48,60]" 0.108363490551783 1150 3850
"8409" "(12,24]" 0.038573896430232 1150 3900
"8410" "(24,36]" 0.0524303000916408 1150 3900
"8411" "(36,48]" 0.130316886109921 1150 3900
"8412" "(48,60]" 0.106709705129827 1150 3900
"8413" "(12,24]" 0.03872723136699 1150 3950
"8414" "(24,36]" 0.0534516358361984 1150 3950
"8415" "(36,48]" 0.130897882750332 1150 3950
"8416" "(48,60]" 0.105237333868019 1150 3950
"8417" "(12,24]" 0.0386283642065525 1150 4000
"8418" "(24,36]" 0.0532397635739147 1150 4000
"8419" "(36,48]" 0.132464145319674 1150 4000
"8420" "(48,60]" 0.103440385055377 1150 4000
"8421" "(12,24]" 0.066490005450561 1200 1300
"8422" "(24,36]" 0.03637631174178 1200 1300
"8423" "(36,48]" 0.0733032754939342 1200 1300
"8424" "(48,60]" 0.00312954080438018 1200 1300
"8425" "(12,24]" 0.069366482067239 1200 1350
"8426" "(24,36]" 0.0331497294746489 1200 1350
"8427" "(36,48]" 0.0785279401195707 1200 1350
"8428" "(48,60]" -0.012744139369471 1200 1350
"8429" "(12,24]" 0.0580376391385558 1200 1400
"8430" "(24,36]" 0.0326981853020327 1200 1400
"8431" "(36,48]" 0.0778589803696692 1200 1400
"8432" "(48,60]" -0.00694457531146159 1200 1400
"8433" "(12,24]" 0.0476034986991767 1200 1450
"8434" "(24,36]" 0.034592888842613 1200 1450
"8435" "(36,48]" 0.0772008787335888 1200 1450
"8436" "(48,60]" 0.0104283164393467 1200 1450
"8437" "(12,24]" 0.044422747381964 1200 1500
"8438" "(24,36]" 0.0361132054697963 1200 1500
"8439" "(36,48]" 0.077332769758996 1200 1500
"8440" "(48,60]" 0.0185521803119134 1200 1500
"8441" "(12,24]" 0.0437008572114572 1200 1550
"8442" "(24,36]" 0.0415569711531898 1200 1550
"8443" "(36,48]" 0.0803466760723535 1200 1550
"8444" "(48,60]" 0.0213417984033538 1200 1550
"8445" "(12,24]" 0.0412933958683448 1200 1600
"8446" "(24,36]" 0.0462823068462844 1200 1600
"8447" "(36,48]" 0.0831878522985186 1200 1600
"8448" "(48,60]" 0.0216687609536181 1200 1600
"8449" "(12,24]" 0.0454906118725008 1200 1650
"8450" "(24,36]" 0.0498753618069197 1200 1650
"8451" "(36,48]" 0.0812320600909863 1200 1650
"8452" "(48,60]" 0.0196258748323925 1200 1650
"8453" "(12,24]" 0.0368690975143052 1200 1700
"8454" "(24,36]" 0.0534015097270079 1200 1700
"8455" "(36,48]" 0.0828001691459789 1200 1700
"8456" "(48,60]" 0.0221843248316676 1200 1700
"8457" "(12,24]" 0.0356735485423049 1200 1750
"8458" "(24,36]" 0.0568986874593299 1200 1750
"8459" "(36,48]" 0.0806693063408729 1200 1750
"8460" "(48,60]" 0.0235527404084084 1200 1750
"8461" "(12,24]" 0.0354497557939208 1200 1800
"8462" "(24,36]" 0.0598165936076272 1200 1800
"8463" "(36,48]" 0.0800923442952305 1200 1800
"8464" "(48,60]" 0.0211481670180591 1200 1800
"8465" "(12,24]" 0.0413460805677684 1200 1850
"8466" "(24,36]" 0.0611547260610192 1200 1850
"8467" "(36,48]" 0.0745967908774508 1200 1850
"8468" "(48,60]" 0.0204985680310498 1200 1850
"8469" "(12,24]" 0.0370495678472461 1200 1900
"8470" "(24,36]" 0.064047842496556 1200 1900
"8471" "(36,48]" 0.077839985095408 1200 1900
"8472" "(48,60]" 0.0232378697761723 1200 1900
"8473" "(12,24]" 0.0382090528306658 1200 1950
"8474" "(24,36]" 0.0641158266374374 1200 1950
"8475" "(36,48]" 0.0799642963127918 1200 1950
"8476" "(48,60]" 0.0287586511516033 1200 1950
"8477" "(12,24]" 0.037533371945093 1200 2000
"8478" "(24,36]" 0.0673168516086739 1200 2000
"8479" "(36,48]" 0.0780782530408069 1200 2000
"8480" "(48,60]" 0.0335771427197687 1200 2000
